ticket_id,created_at,resolved_at,priority,category,channel,agent_id,region,status,resolution_hours,sla_target_hours,sla_breached,csat_score,num_replies,first_response_hours
TKT00388,2024-02-27 08:35:28,2024-02-27 10:43:52,High,Product Info,Phone,AGT007,Central,Resolved,2.14,8,False,3,4,0.12
TKT00389,2024-12-18 21:42:26,2024-12-20 07:53:14,Low,Product Info,Social Media,AGT016,North,Resolved,34.18,72,False,3,6,31.82
TKT00390,2024-01-31 12:56:38,2024-01-31 14:29:38,Critical,Product Info,Chat,AGT002,West,Resolved,1.55,2,False,5,9,1.24
TKT00391,2024-01-11 13:45:14,2024-01-11 16:18:14,High,Shipping,Social Media,AGT007,West,Resolved,2.55,8,False,5,9,1.81
TKT00392,2024-06-27 11:47:05,2024-07-05 11:42:17,Low,Technical,Chat,AGT018,North,Resolved,191.92,72,True,4,8,21.36
TKT00393,2024-01-01 23:13:47,2024-01-03 17:47:23,Low,Account,Phone,AGT015,Central,Resolved,42.56,72,False,5,12,2.79
TKT00394,2024-09-25 18:06:54,2024-09-25 20:20:06,Critical,Shipping,Social Media,AGT007,East,Resolved,2.22,2,True,2,9,1.35
TKT00395,2024-01-17 07:21:26,2024-01-18 21:10:38,Low,Technical,Social Media,AGT006,West,Resolved,37.82,72,False,1,12,22.37
TKT00396,2024-02-06 00:28:35,2024-02-12 03:17:11,Low,Technical,Email,AGT020,West,Closed,146.81,72,True,2,1,26.05
TKT00397,2024-12-28 02:07:21,2024-12-30 15:13:57,Medium,Shipping,Email,AGT012,East,Resolved,61.11,24,True,1,4,23.06
TKT00398,2024-09-29 14:01:46,2024-10-01 11:05:58,Low,Product Info,Chat,AGT008,Central,Closed,45.07,72,False,3,7,33.65
TKT00399,2024-12-11 16:42:05,2024-12-12 21:36:05,High,Returns,Chat,AGT012,Central,Resolved,28.9,8,True,1,6,5.29
TKT00400,2024-06-29 11:28:27,2024-06-30 12:29:03,Medium,Returns,Social Media,AGT015,West,Closed,25.01,24,True,4,6,14.64
TKT00401,2024-10-08 09:15:03,2024-10-09 14:27:39,Medium,Technical,Email,AGT013,North,Escalated,29.21,24,True,5,10,0.49
TKT00402,2024-06-02 08:04:43,2024-06-03 16:46:07,Low,Account,Phone,AGT001,Central,Resolved,32.69,72,False,5,10,30.28
TKT00403,2024-07-01 05:41:01,2024-07-02 21:01:25,Low,Billing,Chat,AGT015,East,Closed,39.34,72,False,4,2,22.49
TKT00404,2024-06-15 17:34:06,2024-06-17 08:17:18,Medium,Technical,Email,AGT003,Central,Resolved,38.72,24,True,3,1,17.57
TKT00405,2024-06-20 12:40:03,2024-06-23 20:27:27,Medium,Billing,Email,AGT002,South,Closed,79.79,24,True,4,10,22.29
TKT00406,2024-01-28 11:05:48,2024-01-28 22:44:48,Medium,Product Info,Phone,AGT013,Central,Resolved,11.65,24,False,4,3,0.68
TKT00407,2024-10-31 20:56:39,2024-11-01 06:51:51,Medium,Shipping,Social Media,AGT015,South,Resolved,9.92,24,False,3,2,4.77
TKT00408,2024-05-14 03:05:51,2024-05-15 03:55:03,Medium,Returns,Chat,AGT013,West,Resolved,24.82,24,True,3,8,9.55
TKT00409,2024-09-25 08:57:55,2024-09-25 22:44:07,Medium,Returns,Email,AGT020,North,Resolved,13.77,24,False,4,7,5.09
TKT00410,2024-12-01 00:52:52,2024-12-04 12:18:40,Low,Account,Social Media,AGT020,Central,Resolved,83.43,72,True,2,1,66.55
TKT00411,2024-03-20 03:07:27,2024-03-21 04:04:27,Low,Product Info,Chat,AGT012,East,Resolved,24.95,72,False,5,12,20.09
TKT00412,2024-06-18 07:36:35,2024-06-23 03:26:59,Low,Shipping,Phone,AGT001,Central,Resolved,115.84,72,True,2,12,71.45
TKT00413,2024-07-11 21:13:35,2024-07-13 08:06:59,Medium,Product Info,Email,AGT001,East,Resolved,34.89,24,True,2,12,14.87
TKT00414,2024-02-04 14:09:00,2024-02-06 02:58:48,Low,Product Info,Phone,AGT001,North,Resolved,36.83,72,False,5,11,14.3
TKT00415,2024-06-10 17:38:45,2024-06-11 00:02:45,Critical,Returns,Social Media,AGT004,Central,Escalated,6.4,2,True,1,1,0.18
TKT00416,2024-09-07 14:19:23,2024-09-07 19:55:23,High,Account,Phone,AGT011,East,Resolved,5.6,8,False,4,9,1.62
TKT00417,2024-01-16 20:12:17,2024-01-22 08:05:05,Low,Account,Social Media,AGT013,South,Resolved,131.88,72,True,2,7,37.54
TKT00418,2024-08-01 08:45:04,2024-08-01 22:15:40,Medium,Product Info,Phone,AGT008,West,Resolved,13.51,24,False,3,4,8.85
TKT00419,2024-03-11 11:15:01,2024-03-11 22:20:25,Medium,Product Info,Social Media,AGT007,South,Resolved,11.09,24,False,5,10,10.18
TKT00420,2024-03-01 06:42:14,2024-03-05 02:04:26,Low,Returns,Phone,AGT018,West,Escalated,91.37,72,True,3,5,31.95
TKT00421,2024-03-18 06:50:32,2024-03-18 07:31:56,Critical,Product Info,Phone,AGT009,Central,Resolved,0.69,2,False,5,4,0.45
TKT00422,2024-02-10 17:21:09,2024-02-15 05:44:33,Low,Billing,Phone,AGT012,South,Closed,108.39,72,True,2,8,34.17
TKT00423,2024-07-28 00:32:47,2024-08-16 02:27:23,Low,Technical,Chat,AGT002,South,Resolved,457.91,72,True,1,8,62.45
TKT00424,2024-05-06 15:34:00,2024-05-06 21:32:48,Medium,Account,Social Media,AGT015,East,Resolved,5.98,24,False,5,12,3.46
TKT00425,2024-09-23 03:58:48,2024-09-24 00:31:48,Medium,Product Info,Chat,AGT002,Central,Resolved,20.55,24,False,1,12,0.9
TKT00426,2024-04-07 10:36:05,2024-04-08 08:04:17,Medium,Product Info,Phone,AGT002,West,Resolved,21.47,24,False,5,5,13.2
TKT00427,2024-08-25 23:31:25,2024-08-28 10:56:37,Low,Returns,Chat,AGT005,West,Resolved,59.42,72,False,2,8,1.58
TKT00428,2024-08-20 03:17:00,2024-08-20 12:41:00,Medium,Product Info,Chat,AGT007,North,Resolved,9.4,24,False,5,12,4.28
TKT00429,2024-09-18 22:17:05,2024-09-22 02:30:17,Medium,Returns,Chat,AGT013,East,Resolved,76.22,24,True,2,11,20.72
TKT00430,2024-12-30 01:52:05,2024-12-31 22:30:29,Low,Technical,Social Media,AGT006,East,Resolved,44.64,72,False,5,2,40.12
TKT00431,2024-05-09 00:26:40,2024-05-09 02:21:52,Critical,Billing,Email,AGT020,Central,Closed,1.92,2,False,4,4,0.49
TKT00432,2024-08-14 02:53:27,2024-08-14 09:52:51,Medium,Shipping,Phone,AGT014,Central,Resolved,6.99,24,False,5,4,0.44
TKT00433,2024-01-19 05:17:34,2024-01-26 12:09:10,Low,Product Info,Phone,AGT012,East,Escalated,174.86,72,True,4,1,7.93
TKT00434,2024-11-08 21:39:43,2024-11-09 00:11:31,Critical,Technical,Phone,AGT010,North,Resolved,2.53,2,True,5,5,0.71
TKT00435,2024-10-08 02:21:49,2024-10-08 05:36:13,High,Billing,Phone,AGT014,East,Resolved,3.24,8,False,4,9,0.76
TKT00436,2024-10-19 22:54:01,2024-10-21 11:15:37,Low,Billing,Phone,AGT004,West,Resolved,36.36,72,False,5,6,9.52
TKT00437,2024-03-07 22:21:56,2024-03-09 03:44:08,Medium,Returns,Social Media,AGT012,South,Closed,29.37,24,True,3,4,17.04
TKT00438,2024-01-13 16:55:33,2024-01-13 17:59:45,Critical,Billing,Social Media,AGT004,West,Resolved,1.07,2,False,5,6,0.64
TKT00439,2024-12-19 10:15:13,2024-12-19 17:39:13,Medium,Billing,Phone,AGT007,North,Resolved,7.4,24,False,3,6,2.59
TKT00440,2024-03-30 07:03:50,2024-03-30 23:16:26,Medium,Returns,Social Media,AGT001,North,Resolved,16.21,24,False,4,8,2.6
TKT00441,2024-08-24 15:04:17,2024-08-25 16:58:53,Medium,Returns,Phone,AGT011,Central,Resolved,25.91,24,True,2,4,13.9
TKT00442,2024-03-17 10:12:40,2024-03-23 08:46:52,Low,Account,Chat,AGT003,Central,Resolved,142.57,72,True,2,3,42.89
TKT00443,2024-12-29 01:09:05,2024-12-29 02:59:29,High,Account,Phone,AGT011,West,Closed,1.84,8,False,5,5,0.48
TKT00444,2024-01-20 07:21:29,2024-01-30 11:36:29,Low,Billing,Social Media,AGT012,Central,Resolved,244.25,72,True,1,6,66.51
TKT00445,2024-06-16 05:13:01,2024-06-18 06:16:37,Medium,Returns,Chat,AGT010,South,Closed,49.06,24,True,5,8,9.36
TKT00446,2024-06-08 01:36:11,2024-06-08 08:11:35,High,Billing,Social Media,AGT001,North,Resolved,6.59,8,False,2,11,4.94
TKT00447,2024-06-13 07:18:07,2024-06-14 06:30:43,Low,Account,Social Media,AGT007,North,Resolved,23.21,72,False,3,3,6.42
TKT00448,2024-09-20 03:43:38,2024-09-22 11:02:14,Low,Returns,Chat,AGT018,East,Resolved,55.31,72,False,3,3,4.03
TKT00449,2024-08-15 01:50:48,2024-08-15 16:30:24,Medium,Account,Email,AGT018,West,Resolved,14.66,24,False,4,7,5.81
TKT00450,2024-11-11 12:56:52,2024-11-12 10:52:40,Medium,Returns,Email,AGT015,West,Resolved,21.93,24,False,5,2,17.84
TKT00451,2024-08-21 11:18:03,2024-08-21 19:12:03,High,Shipping,Chat,AGT004,South,Resolved,7.9,8,False,4,10,2.11
TKT00452,2024-06-15 16:30:12,2024-06-16 01:20:00,Medium,Technical,Social Media,AGT011,West,Closed,8.83,24,False,2,5,6.8
TKT00453,2024-02-22 14:46:14,2024-02-26 07:12:02,Medium,Technical,Email,AGT017,East,Resolved,88.43,24,True,2,7,14.21
TKT00454,2024-03-22 17:33:45,2024-03-25 08:37:57,Low,Technical,Social Media,AGT018,West,Resolved,63.07,72,False,5,6,34.39
TKT00455,2024-12-30 20:54:20,2025-01-03 07:23:08,Low,Product Info,Phone,AGT003,Central,Resolved,82.48,72,True,3,8,12.77
TKT00456,2024-02-25 21:42:52,2024-02-26 01:43:28,Critical,Billing,Email,AGT020,North,Resolved,4.01,2,True,2,3,1.79
TKT00457,2024-03-16 05:25:58,2024-03-16 08:10:22,High,Product Info,Social Media,AGT001,South,Resolved,2.74,8,False,4,6,0.89
TKT00458,2024-08-10 12:32:03,2024-08-11 04:02:39,High,Product Info,Social Media,AGT010,South,Closed,15.51,8,True,3,1,3.02
TKT00459,2024-12-26 20:23:24,2024-12-28 22:47:24,Medium,Billing,Email,AGT001,South,Resolved,50.4,24,True,4,10,9.52
TKT00460,2024-07-14 15:50:41,2024-07-17 22:53:05,Low,Shipping,Chat,AGT013,Central,Resolved,79.04,72,True,2,6,60.49
TKT00461,2024-03-09 00:25:20,2024-03-09 13:19:20,Low,Product Info,Social Media,AGT005,West,Escalated,12.9,72,False,5,3,1.18
TKT00462,2024-12-22 22:00:23,2024-12-25 00:33:59,Medium,Shipping,Social Media,AGT015,Central,Closed,50.56,24,True,2,7,8.59
TKT00463,2024-10-22 18:08:14,2024-10-28 15:34:38,Low,Returns,Social Media,AGT001,Central,Resolved,141.44,72,True,2,1,70.43
TKT00464,2024-02-27 21:07:36,2024-02-28 15:41:48,Medium,Product Info,Phone,AGT012,West,Resolved,18.57,24,False,2,9,16.54
TKT00465,2024-12-16 23:04:18,2024-12-19 19:58:54,Low,Shipping,Phone,AGT003,Central,Closed,68.91,72,False,4,8,31.34
TKT00466,2024-08-03 12:50:57,2024-08-04 08:16:09,High,Returns,Email,AGT011,Central,Closed,19.42,8,True,2,12,6.3
TKT00467,2024-10-23 06:09:21,2024-10-24 13:09:57,Low,Product Info,Email,AGT016,East,Resolved,31.01,72,False,3,3,15.73
TKT00468,2024-03-08 22:25:13,2024-03-09 05:42:37,High,Account,Email,AGT009,Central,Resolved,7.29,8,False,1,10,5.41
TKT00469,2024-05-13 08:35:58,2024-05-13 23:11:58,Medium,Account,Phone,AGT006,North,Escalated,14.6,24,False,5,10,13.64
TKT00470,2024-07-15 08:39:48,2024-07-17 13:50:36,Low,Shipping,Phone,AGT014,North,Resolved,53.18,72,False,3,2,2.89
TKT00471,2024-08-31 19:23:18,2024-09-01 20:16:06,Medium,Shipping,Phone,AGT010,South,Resolved,24.88,24,True,2,7,0.38
TKT00472,2024-12-13 11:29:37,2024-12-14 16:07:25,High,Shipping,Phone,AGT013,West,Resolved,28.63,8,True,1,11,6.88
TKT00473,2024-05-10 23:49:26,2024-05-12 21:38:38,Low,Account,Chat,AGT004,Central,Closed,45.82,72,False,4,9,15.53
TKT00474,2024-10-07 00:23:06,2024-10-07 22:03:54,Medium,Technical,Email,AGT011,Central,Resolved,21.68,24,False,1,8,7.69
TKT00475,2024-01-18 00:51:46,2024-01-18 06:17:34,Medium,Account,Chat,AGT007,Central,Resolved,5.43,24,False,4,12,5.21
TKT00476,2024-07-11 23:53:54,2024-07-19 10:29:54,Low,Returns,Chat,AGT005,North,Resolved,178.6,72,True,4,5,21.28
TKT00477,2024-05-21 15:32:45,2024-05-22 09:24:57,Medium,Billing,Phone,AGT015,South,Closed,17.87,24,False,5,5,13.91
TKT00478,2024-05-12 09:38:10,2024-05-12 20:31:34,Medium,Account,Chat,AGT002,Central,Resolved,10.89,24,False,5,11,5.41
TKT00479,2024-11-10 23:25:23,2024-11-12 10:07:59,Low,Shipping,Email,AGT007,North,Resolved,34.71,72,False,3,12,8.77
TKT00480,2024-11-30 23:18:50,2024-12-01 06:23:02,Medium,Shipping,Chat,AGT005,East,Escalated,7.07,24,False,4,10,0.13
TKT00481,2024-08-11 14:42:21,2024-08-14 00:12:57,Medium,Shipping,Chat,AGT016,North,Resolved,57.51,24,True,3,12,19.65
TKT00482,2024-07-02 12:08:24,2024-07-03 07:43:12,Medium,Returns,Email,AGT018,East,Resolved,19.58,24,False,4,6,1.67
TKT00483,2024-03-31 20:11:16,2024-04-01 05:02:52,Medium,Account,Social Media,AGT007,North,Resolved,8.86,24,False,3,6,4.36
TKT00484,2024-03-12 01:17:59,2024-03-12 06:20:23,High,Shipping,Social Media,AGT007,West,Resolved,5.04,8,False,4,9,3.28
TKT00485,2024-01-19 12:21:10,2024-01-20 09:46:58,Medium,Shipping,Email,AGT001,South,Closed,21.43,24,False,1,11,11.26
TKT00486,2024-10-23 08:28:57,2024-10-23 10:53:33,Critical,Returns,Email,AGT005,West,Escalated,2.41,2,True,1,10,0.19
TKT00487,2024-03-29 23:02:04,2024-03-30 17:01:28,Medium,Technical,Social Media,AGT001,Central,Resolved,17.99,24,False,5,10,1.24
TKT00488,2024-10-31 22:24:51,2024-11-01 05:06:15,High,Billing,Social Media,AGT016,East,Resolved,6.69,8,False,4,11,3.9
TKT00489,2024-10-30 06:18:54,2024-11-01 18:00:54,Low,Technical,Social Media,AGT002,South,Resolved,59.7,72,False,2,9,9.93
TKT00490,2024-03-09 03:38:22,2024-03-22 03:43:10,Low,Returns,Chat,AGT002,North,Closed,312.08,72,True,2,2,0.56
TKT00491,2024-05-25 15:09:15,2024-05-28 16:46:27,Low,Billing,Chat,AGT019,South,Resolved,73.62,72,True,2,5,37.71
TKT00492,2024-12-20 01:22:11,2024-12-21 03:05:59,Medium,Technical,Email,AGT020,East,Resolved,25.73,24,True,3,1,13.43
TKT00493,2024-11-12 13:10:35,2024-11-26 05:22:35,Low,Returns,Social Media,AGT004,South,Resolved,328.2,72,True,2,4,8.2
TKT00494,2024-03-31 05:49:00,2024-04-01 03:49:00,Low,Shipping,Phone,AGT016,South,Resolved,22.0,72,False,4,6,13.61
TKT00495,2024-02-23 01:54:35,2024-02-23 19:48:35,High,Shipping,Social Media,AGT002,Central,Resolved,17.9,8,True,3,4,5.8
TKT00496,2024-04-11 11:51:28,2024-04-11 18:50:16,Medium,Account,Chat,AGT014,West,Closed,6.98,24,False,3,7,6.23
TKT00497,2024-01-28 15:52:09,2024-01-31 15:26:57,Low,Returns,Social Media,AGT016,East,Resolved,71.58,72,False,4,12,13.98
TKT00498,2024-06-20 04:37:53,2024-06-20 15:25:53,Medium,Account,Email,AGT007,West,Resolved,10.8,24,False,3,3,8.24
TKT00499,2024-03-21 23:13:43,2024-03-29 01:28:07,Low,Account,Chat,AGT020,North,Resolved,170.24,72,True,3,9,35.27
TKT00500,2024-08-24 10:09:51,2024-08-24 11:26:03,Critical,Returns,Chat,AGT016,East,Resolved,1.27,2,False,5,4,1.14
TKT00501,2024-01-03 15:12:38,2024-01-05 09:40:14,Medium,Technical,Email,AGT019,West,Resolved,42.46,24,True,2,8,19.45
TKT00502,2024-09-10 08:45:24,2024-09-11 03:58:36,Medium,Billing,Social Media,AGT015,South,Resolved,19.22,24,False,4,5,4.67
TKT00503,2024-12-08 11:05:55,2024-12-08 12:19:07,Critical,Billing,Email,AGT016,West,Resolved,1.22,2,False,4,3,1.08
TKT00504,2024-12-26 23:03:41,2024-12-27 11:58:53,Medium,Account,Phone,AGT015,Central,Resolved,12.92,24,False,4,7,9.75
TKT00505,2024-10-21 07:32:31,2024-10-23 01:44:31,Medium,Returns,Email,AGT018,Central,Escalated,42.2,24,True,4,11,8.8
TKT00506,2024-08-26 22:32:31,2024-08-29 13:27:07,Low,Shipping,Email,AGT012,Central,Closed,62.91,72,False,4,4,8.79
TKT00507,2024-11-28 17:25:17,2024-12-10 07:09:41,Low,Returns,Chat,AGT004,South,Resolved,277.74,72,True,4,5,36.31
TKT00508,2024-07-09 12:34:09,2024-07-10 11:44:57,Medium,Billing,Social Media,AGT003,Central,Resolved,23.18,24,False,5,9,20.86
TKT00509,2024-04-06 16:40:14,2024-04-07 08:03:02,Medium,Account,Email,AGT003,North,Resolved,15.38,24,False,3,2,10.75
TKT00510,2024-11-17 00:49:34,2024-11-18 08:24:58,Medium,Technical,Chat,AGT017,West,Resolved,31.59,24,True,2,8,17.73
TKT00511,2024-01-12 08:27:31,2024-01-24 06:55:43,Low,Technical,Phone,AGT003,East,Resolved,286.47,72,True,2,11,50.2
TKT00512,2024-06-04 20:39:10,2024-06-05 02:42:10,High,Shipping,Phone,AGT015,South,Resolved,6.05,8,False,3,5,4.68
TKT00513,2024-08-21 06:03:25,2024-08-22 15:15:25,Low,Account,Chat,AGT010,South,Closed,33.2,72,False,4,12,30.05
TKT00514,2024-02-29 01:29:53,2024-03-01 13:46:41,High,Technical,Phone,AGT008,South,Resolved,36.28,8,True,2,12,0.37
TKT00515,2024-07-09 16:19:36,2024-07-10 14:00:24,Low,Account,Email,AGT005,West,Escalated,21.68,72,False,3,3,20.55
TKT00516,2024-10-06 18:28:27,2024-10-07 03:34:27,High,Technical,Phone,AGT001,Central,Resolved,9.1,8,True,2,10,5.86
TKT00517,2024-09-02 01:27:33,2024-09-02 07:02:57,High,Account,Social Media,AGT004,Central,Closed,5.59,8,False,3,8,2.06
TKT00518,2024-10-25 19:10:00,2024-10-28 10:37:00,Low,Returns,Email,AGT007,North,Resolved,63.45,72,False,3,8,42.99
TKT00519,2024-04-09 17:51:26,2024-04-09 20:19:02,Critical,Returns,Phone,AGT013,West,Resolved,2.46,2,True,4,7,0.8
TKT00520,2024-06-28 11:13:01,2024-07-02 03:02:49,Medium,Account,Social Media,AGT012,West,Closed,87.83,24,True,1,5,4.01
TKT00521,2024-03-12 21:22:42,2024-03-13 06:24:30,Medium,Shipping,Phone,AGT014,North,Escalated,9.03,24,False,3,10,6.85
TKT00522,2024-07-31 06:22:03,2024-08-03 05:36:27,Low,Shipping,Chat,AGT009,South,Resolved,71.24,72,False,5,7,20.69
TKT00523,2024-06-04 17:59:22,2024-06-05 07:34:10,Medium,Account,Email,AGT019,South,Resolved,13.58,24,False,1,11,11.35
TKT00524,2024-08-01 06:31:50,2024-08-01 22:25:50,Medium,Product Info,Email,AGT010,East,Resolved,15.9,24,False,3,2,9.56
TKT00525,2024-08-11 09:23:24,2024-08-12 02:12:36,Medium,Shipping,Email,AGT019,East,Resolved,16.82,24,False,4,10,0.39
TKT00526,2024-03-15 11:38:21,2024-03-19 18:15:33,Low,Returns,Email,AGT002,East,Resolved,102.62,72,True,2,11,65.68
TKT00527,2024-09-28 23:15:47,2024-10-01 07:23:35,Medium,Account,Chat,AGT010,North,Resolved,56.13,24,True,3,3,13.09
TKT00528,2024-05-18 13:11:56,2024-05-18 17:59:56,High,Product Info,Email,AGT010,South,Resolved,4.8,8,False,5,6,3.76
TKT00529,2024-04-21 05:37:37,2024-04-22 17:17:49,Medium,Technical,Email,AGT004,West,Resolved,35.67,24,True,3,2,2.89
TKT00530,2024-06-27 11:20:38,2024-06-28 15:54:14,Low,Billing,Phone,AGT016,South,Closed,28.56,72,False,4,1,21.29
TKT00531,2024-12-18 08:14:57,2024-12-19 23:07:09,Low,Technical,Social Media,AGT005,North,Resolved,38.87,72,False,5,8,29.46
TKT00532,2024-12-03 18:41:42,2024-12-06 23:01:30,Low,Billing,Email,AGT002,North,Resolved,76.33,72,True,4,1,54.35
TKT00533,2024-10-27 07:16:57,2024-10-27 11:22:57,High,Returns,Phone,AGT007,Central,Resolved,4.1,8,False,2,3,3.52
TKT00534,2024-09-15 20:45:41,2024-09-16 08:49:17,High,Returns,Chat,AGT008,South,Escalated,12.06,8,True,3,3,7.22
TKT00535,2024-04-19 18:21:25,2024-04-21 09:29:13,Medium,Product Info,Chat,AGT004,West,Resolved,39.13,24,True,3,2,4.42
TKT00536,2024-04-19 18:43:23,2024-04-20 03:17:35,Medium,Shipping,Email,AGT014,West,Resolved,8.57,24,False,5,3,4.3
TKT00537,2024-01-21 02:59:40,2024-01-21 12:04:28,Medium,Account,Phone,AGT018,West,Resolved,9.08,24,False,3,7,2.71
TKT00538,2024-08-31 13:22:41,2024-09-01 04:01:05,High,Technical,Email,AGT003,West,Resolved,14.64,8,True,2,11,5.44
TKT00539,2024-12-21 21:30:05,2025-01-02 03:30:05,Low,Shipping,Chat,AGT013,North,Resolved,270.0,72,True,4,4,24.45
TKT00540,2024-04-29 15:27:46,2024-05-01 17:02:34,Medium,Shipping,Phone,AGT004,West,Resolved,49.58,24,True,3,11,14.52
TKT00541,2024-05-22 05:21:56,2024-05-23 12:45:56,Medium,Shipping,Social Media,AGT017,South,Resolved,31.4,24,True,2,3,0.81
TKT00542,2024-12-13 00:58:26,2024-12-14 20:46:26,Medium,Billing,Chat,AGT016,East,Resolved,43.8,24,True,3,2,18.27
TKT00543,2024-08-26 07:21:07,2024-08-26 23:49:55,Medium,Returns,Phone,AGT016,Central,Resolved,16.48,24,False,4,1,16.33
TKT00544,2024-08-18 11:27:09,2024-08-19 12:32:33,High,Billing,Chat,AGT013,Central,Resolved,25.09,8,True,1,5,7.09
TKT00545,2024-06-08 14:09:57,2024-06-09 14:24:21,Low,Shipping,Social Media,AGT005,West,Resolved,24.24,72,False,4,3,12.33
TKT00546,2024-07-12 22:27:43,2024-07-13 20:29:31,Medium,Shipping,Email,AGT019,North,Resolved,22.03,24,False,3,3,18.45
TKT00547,2024-01-14 22:45:40,2024-01-15 17:54:04,Low,Product Info,Phone,AGT019,West,Resolved,19.14,72,False,3,11,4.75
TKT00548,2024-02-13 02:23:05,2024-02-16 16:38:41,Low,Account,Phone,AGT019,North,Resolved,86.26,72,True,1,7,40.94
TKT00549,2024-12-22 17:06:04,2024-12-22 23:52:16,High,Account,Social Media,AGT001,East,Resolved,6.77,8,False,4,8,0.77
TKT00550,2024-09-14 12:21:44,2024-09-14 21:24:44,Medium,Account,Chat,AGT016,West,Resolved,9.05,24,False,5,2,7.62
TKT00551,2024-01-25 10:49:30,2024-01-27 09:36:18,Medium,Account,Email,AGT009,Central,Resolved,46.78,24,True,1,6,6.63
TKT00552,2024-08-06 07:38:10,2024-08-06 16:52:34,Medium,Returns,Phone,AGT016,West,Resolved,9.24,24,False,5,6,1.93
TKT00553,2024-08-20 19:56:10,2024-08-21 05:07:34,Medium,Returns,Chat,AGT017,Central,Resolved,9.19,24,False,5,11,8.85
TKT00554,2024-11-22 19:23:44,2024-11-26 07:58:32,Medium,Shipping,Email,AGT009,Central,Resolved,84.58,24,True,4,8,3.63
TKT00555,2024-08-10 14:56:13,2024-08-12 20:31:37,Low,Product Info,Chat,AGT010,West,Resolved,53.59,72,False,2,5,34.66
TKT00556,2024-07-26 08:40:58,2024-07-28 16:03:46,Low,Returns,Phone,AGT008,West,Resolved,55.38,72,False,3,7,23.43
TKT00557,2024-05-19 04:58:02,2024-05-19 13:01:02,High,Technical,Chat,AGT006,North,Escalated,8.05,8,True,2,8,6.28
TKT00558,2024-11-04 10:50:56,2024-11-11 16:33:32,Low,Billing,Phone,AGT011,North,Resolved,173.71,72,True,2,12,60.69
TKT00559,2024-03-02 19:00:14,2024-03-05 06:48:14,Low,Returns,Phone,AGT017,West,Closed,59.8,72,False,5,4,35.91
TKT00560,2024-10-26 14:11:51,2024-10-27 03:05:51,High,Account,Chat,AGT011,South,Resolved,12.9,8,True,4,4,7.76
TKT00561,2024-01-29 17:51:12,2024-01-30 10:54:12,Medium,Account,Social Media,AGT019,West,Resolved,17.05,24,False,2,5,15.01
TKT00562,2024-07-07 11:13:12,2024-07-07 12:38:24,Critical,Account,Email,AGT016,South,Resolved,1.42,2,False,4,7,0.51
TKT00563,2024-09-30 08:36:23,2024-09-30 12:26:47,Critical,Account,Social Media,AGT004,East,Resolved,3.84,2,True,4,4,0.67
TKT00564,2024-11-19 11:32:53,2024-11-20 13:22:05,High,Technical,Email,AGT015,East,Closed,25.82,8,True,2,8,3.82
TKT00565,2024-02-21 05:50:16,2024-02-21 17:39:28,Medium,Account,Phone,AGT014,West,Resolved,11.82,24,False,4,1,7.62
TKT00566,2024-01-02 14:35:15,2024-01-03 23:09:27,Low,Shipping,Email,AGT005,South,Resolved,32.57,72,False,4,12,31.59
TKT00567,2024-12-17 14:56:20,2024-12-18 09:40:08,High,Technical,Chat,AGT020,East,Resolved,18.73,8,True,2,10,6.63
TKT00568,2024-07-31 13:23:02,2024-08-01 02:48:14,High,Technical,Chat,AGT003,North,Escalated,13.42,8,True,4,9,5.21
TKT00569,2024-04-11 09:31:52,2024-04-12 19:06:40,Medium,Billing,Social Media,AGT015,Central,Resolved,33.58,24,True,2,2,23.0
TKT00570,2024-01-08 19:08:42,2024-01-12 22:14:06,Low,Returns,Social Media,AGT004,North,Resolved,99.09,72,True,2,4,13.8
TKT00571,2024-09-10 13:54:39,2024-09-10 21:43:15,High,Account,Phone,AGT010,South,Resolved,7.81,8,False,4,7,6.21
TKT00572,2024-11-12 16:25:10,2024-11-19 08:15:34,Low,Account,Social Media,AGT008,North,Resolved,159.84,72,True,3,3,62.76
TKT00573,2024-12-31 13:57:45,2024-12-31 18:02:33,Critical,Shipping,Email,AGT007,Central,Resolved,4.08,2,True,2,6,1.87
TKT00574,2024-12-09 21:46:51,2024-12-12 02:46:15,Medium,Account,Social Media,AGT020,East,Escalated,52.99,24,True,1,11,8.96
TKT00575,2024-10-24 06:31:50,2024-10-24 08:54:38,Critical,Returns,Social Media,AGT002,South,Resolved,2.38,2,True,4,12,1.11
TKT00576,2024-01-23 04:39:20,2024-01-25 14:23:44,Low,Billing,Phone,AGT011,West,Resolved,57.74,72,False,3,5,35.43
TKT00577,2024-06-09 15:51:57,2024-06-10 03:10:33,High,Account,Chat,AGT017,Central,Closed,11.31,8,True,5,11,5.13
TKT00578,2024-01-28 08:22:08,2024-01-29 02:20:56,Medium,Technical,Social Media,AGT005,West,Resolved,17.98,24,False,3,8,0.83
TKT00579,2024-09-05 16:39:59,2024-09-06 08:39:23,Medium,Product Info,Email,AGT018,East,Resolved,15.99,24,False,5,5,2.97
TKT00580,2024-10-15 21:19:25,2024-10-20 06:11:01,Low,Returns,Chat,AGT009,West,Escalated,104.86,72,True,1,4,55.34
TKT00581,2024-05-25 04:26:29,2024-05-25 19:12:05,Medium,Account,Phone,AGT001,South,Resolved,14.76,24,False,5,8,12.28
